output_idx,sent_idx,model,display_english_first,rater_idx,rating,rater_comment,adjusted_rating
18946,459,ref,1,10244,4,,3.423536032201430
18947,460,ref,0,17153,3,,3.2603473147978300
18947,460,ref,0,7153,4,,4.675968771489800
18947,460,ref,0,14334,4,,5.099203483261350
18948,461,ref,0,13903,4,,4.439757181021380
18948,461,ref,0,10602,4,,4.487229717395470
18948,461,ref,0,14120,3,,3.4132741272049100
18949,462,ref,1,17153,3,,2.5997402906022800
18949,462,ref,1,2883,4,,3.7769929629086700
18949,462,ref,1,13903,4,,4.633014129590200
18950,463,ref,0,2353,3,,2.8890525558358100
18950,463,ref,0,10010,4,,3.7095517359444500
18950,463,ref,0,11439,4,,3.810869323379360
18951,464,ref,1,6855,3,,2.508239253856810
18951,464,ref,1,13903,2,,2.087256961640620
18951,464,ref,1,19035,3,,3.395346598327770
18952,465,ref,1,13903,3,,3.717356850489450
18952,465,ref,1,14334,4,,4.522939179965050
18952,465,ref,1,17153,3,,2.684083011501530
18953,466,ref,1,13903,4,,4.719061496925370
18953,466,ref,1,17410,3,,3.2853986483585700
18953,466,ref,1,14334,4,,4.524643826400970
18954,467,ref,0,13903,4,,4.488605308748870
18954,467,ref,0,5315,4,,4.171766862117950
18954,467,ref,0,14120,4,,4.462122254932400
18955,468,ref,1,19035,4,,4.945735552642690
18955,468,ref,1,14120,4,,4.611162862139070
18955,468,ref,1,17153,3,,2.6043720769676200
18956,469,ref,0,19035,3,,3.609276225958530
18956,469,ref,0,7153,3,,2.68353420697543
18956,469,ref,0,2353,2,,1.8204517209718500
18957,470,ref,0,17103,4,,4.195500040158560
18957,470,ref,0,18675,4,,4.180450147902900
18957,470,ref,0,14334,4,,4.547514260131400
18958,471,ref,1,6516,4,,4.203004937571170
18958,471,ref,1,17153,3,,2.663683899906160
18958,471,ref,1,14334,4,,4.502540068369680
18959,472,ref,1,19035,3,,3.758997978974410
18959,472,ref,1,14334,4,,4.256490671762860
18959,472,ref,1,13903,4,,4.450908342287270
18960,473,ref,0,13903,4,,4.498590959768880
18960,473,ref,0,14334,4,,4.304173289244480
18960,473,ref,0,14120,4,,4.47210790595241
18961,474,ref,1,13903,4,,4.662692285114090
18961,474,ref,1,10602,4,,4.710164821488180
18961,474,ref,1,10010,4,,4.002456596923200
18962,475,ref,0,5315,4,,4.62386113779983
18962,475,ref,0,14130,4,,4.613447710397420
18962,475,ref,0,19035,3,,4.248789221117900
18963,476,ref,0,7153,3,,2.925530691344940
18963,476,ref,0,14120,4,,4.516700019824420
18963,476,ref,0,10602,4,,4.590655610014980
18964,477,ref,0,13903,4,,4.683950333572580
18964,477,ref,0,18233,4,,4.492045347739250
18964,477,ref,0,5315,3,,3.3671118869416600
18965,478,ref,0,18233,4,,4.734870495040190
18965,478,ref,0,14120,4,,4.900292427057050
18965,478,ref,0,5315,4,,4.609937034242600
18966,479,ref,0,6516,4,,4.124259750310670
18966,479,ref,0,5315,3,,3.3013741050026600
18966,479,ref,0,2304,4,,4.217528797472010
18967,480,ref,0,13903,4,,4.815438315293980
18967,480,ref,0,16224,3,,3.33979526237723
18967,480,ref,0,14334,4,,4.62102064476958
18968,481,ref,1,6516,4,,4.480316701723560
18968,481,ref,1,11439,3,,3.415351402290490
18968,481,ref,1,5315,4,,4.657431056415550
18969,482,ref,1,14334,4,,4.648710936130950
18969,482,ref,1,14120,4,,4.81664555283888
18969,482,ref,1,19035,4,,5.151218243342490
18970,483,ref,1,17153,4,,3.9518615335360800
18970,483,ref,1,14130,4,,4.657883498490680
18970,483,ref,1,18236,4,,4.601298318198590
18971,484,ref,0,14334,4,,5.091997017722410
18971,484,ref,0,13903,4,,5.286414688246820
18971,484,ref,0,10010,4,,4.626179000055920
18972,485,ref,1,19035,4,,4.621107718893520
18972,485,ref,1,17103,3,,2.766586191709140
18972,485,ref,1,17153,2,,1.279744243218460
18973,486,ref,1,5315,4,,4.2126367760482600
18973,486,ref,1,10244,2,,1.7594100545382000
18973,486,ref,1,18675,3,,2.9679934399262700
18974,487,ref,0,18233,4,,4.337501584516120
18974,487,ref,0,14120,4,,4.502923516532980
18974,487,ref,0,17103,3,,2.982974679852210
18975,488,ref,1,19035,4,,4.3331801829123
18975,488,ref,1,18675,4,,3.463608763472250
18975,488,ref,1,18791,4,,3.2868256276928600
18976,489,ref,0,19035,3,,3.954169489208570
18976,489,ref,0,13903,3,,3.646079852521430
18976,489,ref,0,6516,4,,4.152127051198520
18977,490,ref,0,19035,3,,3.867147255055970
18977,490,ref,0,7153,3,,2.941405236072880
18977,490,ref,0,14120,4,,4.53257456455236
18978,491,ref,1,13903,4,,4.571783919783240
18978,491,ref,1,17415,4,,3.805908162367410
18978,491,ref,1,10602,4,,4.619256456157330
18979,492,ref,1,14334,4,,4.707527719260980
18979,492,ref,1,10010,4,,4.241709701594490
18979,492,ref,1,14120,4,,4.875462335968910
18980,493,ref,0,14334,4,,4.559122594281780
18980,493,ref,0,17153,4,,3.720266425818260
18980,493,ref,0,13903,4,,4.753540264806180
18981,494,ref,0,13903,4,,4.730089904047020
18981,494,ref,0,14120,3,,3.703606850230550
18981,494,ref,0,18236,4,,4.346252849721600
18982,495,ref,1,14120,3,,3.259450391066440
18982,495,ref,1,10010,4,,3.625697756692020
18982,495,ref,1,5315,3,,2.969094998251990
18983,496,ref,0,7153,4,,3.93393127369476
18983,496,ref,0,5087,4,,4.199439652333860
18983,496,ref,0,6516,4,,4.057630854667800
18984,497,ref,0,18359,4,,4.325297738422650
18984,497,ref,0,1804,4,,3.6074850777999600
18984,497,ref,0,7153,3,,2.852225232358690
18985,498,ref,0,1577,3,,2.714035443875780
18985,498,ref,0,14334,4,,4.377467984869820
18985,498,ref,0,14120,4,,4.545402601577750
18986,499,ref,0,5315,4,,4.282471871064840
18986,499,ref,0,14130,4,,4.272058443662420
18986,499,ref,0,14334,4,,4.4048926471713500
18987,500,ref,0,10010,4,,4.0996391563621400
18987,500,ref,0,13903,4,,4.759874844553030
18987,500,ref,0,14120,4,,4.733391790736560
18988,501,ref,0,19035,4,,4.881317069852860
18988,501,ref,0,18675,4,,4.011745650412810
18988,501,ref,0,14334,4,,4.378809762641310
18989,502,ref,0,1804,2,,1.870356436284890
18989,502,ref,0,19035,3,,4.040838609826720
18989,502,ref,0,6516,4,,4.23879617181666
18990,503,ref,0,13903,4,,4.881077174262670
18990,503,ref,0,6516,4,,4.387124372939760
18990,503,ref,0,6761,3,,2.911467777105560
18991,504,ref,0,13903,4,,4.1415132257484
18991,504,ref,0,7982,4,,3.9643624358464900
18991,504,ref,0,6516,4,,3.6475604244254900
18992,505,ref,1,7153,3,,2.616190641954410
18992,505,ref,1,18344,3,,2.69800940013181
18992,505,ref,1,14130,4,,3.9065911502170300
18993,506,ref,1,1804,4,,3.8875615417739900
18993,506,ref,1,10602,4,,4.797426615002760
18993,506,ref,1,18233,4,,4.558049092795340
18994,507,ref,0,7153,3,,2.8560308773972000
18994,507,ref,0,2883,3,,2.61766209301162
18994,507,ref,0,13903,3,,3.4736832596931600
18995,508,ref,1,19035,4,,5.250287285673400
18995,508,ref,1,2882,4,,4.6222816589036700
18995,508,ref,1,17153,4,,3.9089238099983400
18996,509,ref,1,14114,4,,3.895580059190570
18996,509,ref,1,7153,3,,2.665167830559440
18996,509,ref,1,2304,4,,3.882136458693830
18997,510,ref,0,6516,4,,3.836323930912610
18997,510,ref,0,4632,4,,3.987006365373640
18997,510,ref,0,18236,4,,3.9464396779101000
18998,511,ref,1,17153,4,,3.9730614070451500
18998,511,ref,1,6516,4,,4.512382444710160
18998,511,ref,1,5315,4,,4.68949679940215
18999,512,ref,0,1804,1,,0.9784247386253880
18999,512,ref,0,17153,1,,0.8075434364921480
18999,512,ref,0,14120,2,,2.814334221663600
19000,513,ref,1,15749,2,,1.600990528469330
19000,513,ref,1,13903,4,,4.04791966136116
19000,513,ref,1,2882,4,,3.728003671278570
19001,514,ref,0,19035,4,,4.864118173796490
19001,514,ref,0,17153,2,,1.5227546981214200
19001,514,ref,0,18233,3,"Both sides have consistent meaning, but some mismatch in sentence structure",3.3641235512760200
19002,515,ref,1,5785,4,,4.460554125418290
19002,515,ref,1,14334,4,,4.977154436187280
19002,515,ref,1,18675,4,,4.610090323958770
19003,516,ref,1,13903,4,,3.917784399726730
19003,516,ref,1,14120,3,,2.891301345910260
19003,516,ref,1,17153,4,,2.8845105607388000
19004,517,ref,1,17153,3,,2.0170809881362300
19004,517,ref,1,2353,3,,2.5696199588246200
19004,517,ref,1,17410,4,,3.616691978557360
19005,518,ref,0,13903,4,,4.215874743818320
19005,518,ref,0,5315,4,,3.8990362971874000
19005,518,ref,0,10010,4,,3.555639055627430
19006,519,ref,0,5315,3,,2.7449421536277600
19006,519,ref,0,18791,4,,3.323515681726390
19006,519,ref,0,14334,3,,2.867362929734280
19007,520,ref,1,7462,4,,4.183643912973600
19007,520,ref,1,13903,4,,4.432823030767560
19007,520,ref,1,6761,2,,1.463213633610460
19008,521,ref,1,6516,4,,4.0604799749744700
19008,521,ref,1,7153,3,,2.936780394001420
19008,521,ref,1,18344,3,,3.0185991521788200
19009,522,ref,0,13903,4,,4.265470038502950
19009,522,ref,0,19035,4,,4.573559675190090
19009,522,ref,0,13994,3,,2.8152364725828600
19010,523,ref,1,4632,4,,4.161403969785830
19010,523,ref,1,13903,3,,3.5046743366477100
19010,523,ref,1,19035,3,,3.8127639733348600
19011,524,ref,0,19035,4,,4.878828646845920
19011,524,ref,0,17153,3,,2.5374651711708600
19011,524,ref,0,7153,3,,2.953086627862830
19012,525,ref,0,19035,4,,4.541105500977930
19012,525,ref,0,10602,3,,3.2804884006648700
19012,525,ref,0,7462,4,,3.9838367464968200
19013,526,ref,1,14334,4,,4.387991351367390
19013,526,ref,1,13903,4,,4.582409021891790
19013,526,ref,1,19035,4,,4.8904986585789300
19014,527,ref,0,17153,2,,1.130001282704400
19014,527,ref,0,13903,4,,4.163275121692320
19014,527,ref,0,2304,4,,3.762591367530750
19015,528,ref,0,17103,3,,2.936562364134970
19015,528,ref,0,7982,3,,3.305843464730290
19015,528,ref,0,2353,4,,4.002259386332670
19016,529,ref,1,14120,4,,4.680544615215180
19016,529,ref,1,2883,4,,3.8510065023501100
19016,529,ref,1,13903,4,,4.70702766903165
19017,530,ref,0,13903,4,,4.134417279996620
19017,530,ref,0,19035,4,,4.44250691668377
19017,530,ref,0,17153,3,,2.101143441008700
19018,531,ref,0,14334,4,,4.048713562969020
19018,531,ref,0,13903,4,,4.2431312334934300
19018,531,ref,0,18359,4,,4.098551357261430
19019,532,ref,0,17153,3,,2.2048679515207100
19019,532,ref,0,2882,4,,3.918225800426040
19019,532,ref,0,18675,4,,3.676660007755730
19020,533,ref,1,7153,3,,2.344549933295200
19020,533,ref,1,17153,3,,1.928928476603230
19020,533,ref,1,6855,4,,3.383184607807340
19021,534,ref,0,13903,4,,4.321596157553570
19021,534,ref,0,18791,4,,3.583331239021270
19021,534,ref,0,19035,4,,4.629685794240710
19022,535,ref,1,13903,4,,4.013955587151540
19022,535,ref,1,14334,4,,3.819537916627140
19022,535,ref,1,18791,4,,3.275690668619250
19023,536,ref,1,18359,4,,4.169182273057350
19023,536,ref,1,2882,3,,2.993846159206750
19023,536,ref,1,14114,4,,3.926521995624510
19024,537,ref,0,14120,3,,3.1049933477121200
19024,537,ref,0,2883,4,,3.275455234847060
19024,537,ref,0,13903,4,,4.131476401528590
19025,538,ref,0,10244,4,,3.371289635084890
19025,538,ref,0,18359,4,,3.9967749269938700
19025,538,ref,0,5315,4,,3.824516356594940
19026,539,ref,0,19035,3,,4.125109585376990
19026,539,ref,0,7153,4,,4.1993675663938900
19026,539,ref,0,14334,4,,4.62260227816544
19027,540,ref,0,19035,4,,5.176115254519880
19027,540,ref,0,14120,3,,3.841542564016270
19027,540,ref,0,7153,3,,3.250373235536780
19028,541,ref,0,10602,4,,4.26446203013795
19028,541,ref,0,10010,4,,3.556753805572970
19028,541,ref,0,18675,4,,3.655507711010960
19029,542,ref,0,14120,4,,4.212316906311200
19029,542,ref,0,13903,4,,4.238799960127670
19029,542,ref,0,10010,4,,3.578564271936780
19030,543,ref,1,19035,4,,4.284875698592080
19030,543,ref,1,13903,4,,3.976786061904930
19030,543,ref,1,17153,4,,2.9435122229170100
19031,544,ref,0,13903,4,,4.055267450300270
19031,544,ref,0,14120,4,,4.028784396483810
19031,544,ref,0,14334,4,,3.86084977977587
19032,545,ref,0,10602,4,,4.218072975044990
19032,545,ref,0,18358,4,,4.048916704902940
19032,545,ref,0,17153,4,,3.137326599682980
19033,546,ref,1,19035,2,,3.08918631437369
19033,546,ref,1,13903,4,,4.781096677686540
19033,546,ref,1,14334,4,,4.58667900716214
19034,547,ref,1,17153,3,,2.55368630576133
19034,547,ref,1,6855,4,,4.007942436965440
19034,547,ref,1,2882,4,,4.267044154666660
19035,548,ref,1,17410,4,,4.342662125078690
19035,548,ref,1,10602,4,,4.823797510019580
19035,548,ref,1,13903,4,,4.776324973645490
19036,549,ref,1,14120,3,,3.3147399923607800
19036,549,ref,1,18233,4,,4.1493180603439200
19036,549,ref,1,5315,4,,4.024384599546330
19037,550,ref,0,13903,4,,4.247954859730660
19037,550,ref,0,10010,3,,2.5877191715397600
19037,550,ref,0,10244,3,,2.477889691589680
19038,551,ref,0,14334,4,,4.753579544644940
19038,551,ref,0,14130,4,,4.620745341136010
19038,551,ref,0,18344,3,,3.4121635910507900
19039,552,ref,0,19035,4,,5.09708171291883
19039,552,ref,0,18791,4,,4.05072715769939
19039,552,ref,0,14120,4,,4.762509022415220
19040,553,ref,0,14120,4,,3.845055989451440
19040,553,ref,0,18675,4,,3.310057260515010
19040,553,ref,0,19035,3,,3.179628679955060
19041,554,ref,0,5315,4,,4.057880670316620
19041,554,ref,0,15749,4,,3.927789984055710
19041,554,ref,0,14334,4,,4.180301446423130
19042,555,ref,1,6516,4,,3.5239121741631400
19042,555,ref,1,10602,4,,4.065337511860140
19042,555,ref,1,18359,4,,3.873285099254060
19043,556,ref,0,2883,2,,1.480179771978660
19043,556,ref,0,6516,2,,1.842248137337280
19043,556,ref,0,4632,4,,3.992930571798320
19044,557,ref,1,13903,4,,4.274251919100020
19044,557,ref,1,17153,2,,1.2409780801121
19044,557,ref,1,18233,4,,4.082346933266690
19045,558,ref,0,14334,4,,4.687080108335600
19045,558,ref,0,14120,4,,4.85501472504353
19045,558,ref,0,10244,4,,4.111432610719030
19046,559,ref,1,5315,4,,3.701747377934290
19046,559,ref,1,13903,4,,4.018585824565210
19046,559,ref,1,19035,4,,4.326675461252360
19047,560,ref,1,18359,4,,4.393157692731720
19047,560,ref,1,17415,3,,2.7718618115478900
19047,560,ref,1,18675,4,,3.976255786210800
19048,561,ref,1,7153,3,,2.8046035840914300
19048,561,ref,1,17153,3,,2.3889821273994600
19048,561,ref,1,10602,4,,4.46972850276147
19049,562,ref,0,13903,4,,4.893442157695510
19049,562,ref,0,5315,4,,4.576603711064590
19049,562,ref,0,4632,4,,4.5501717908336400
19050,563,ref,0,18791,4,,3.943498011299080
19050,563,ref,0,13903,4,,4.681762929831380
19050,563,ref,0,14334,4,,4.487345259306970
19051,564,ref,1,2304,4,,4.150791335249700
19051,564,ref,1,6516,4,,4.05752228808836
19051,564,ref,1,17153,4,,3.518201250423350
19052,565,ref,0,17410,4,,4.297180047692790
19052,565,ref,0,2883,3,,2.8748217295780500
19052,565,ref,0,13903,4,,4.730842896259590
19053,566,ref,1,18791,4,,3.8520326840117900
19053,566,ref,1,19035,4,,4.898387239231230
19053,566,ref,1,13903,4,,4.590297602544080
19054,567,ref,0,14120,4,,4.024065968844040
19054,567,ref,0,18791,3,,2.312284104128210
19054,567,ref,0,18233,4,,3.858644036827180
19055,568,ref,1,18675,4,,3.731974276837870
19055,568,ref,1,7153,4,,3.675803677294820
19055,568,ref,1,14130,4,,3.9662041855574400
19056,569,ref,0,17153,4,,4.108624856481490
19056,569,ref,0,2883,4,,4.285877528787880
19056,569,ref,0,5315,4,,4.825060248838490
19057,570,ref,1,14334,4,,4.095704056058200
19057,570,ref,1,10602,4,,4.337594262956690
19057,570,ref,1,14120,2,,2.263638672766130
19058,571,ref,1,14120,3,,3.547651271889600
19058,571,ref,1,14114,4,,4.1868941720412400
19058,571,ref,1,18791,4,,3.835869407173770
19059,572,ref,0,5315,4,,4.206526164202860
19059,572,ref,0,17103,4,,3.9769327203365400
19059,572,ref,0,13903,4,,4.523364610833780
19060,573,ref,0,7982,4,,4.230371300673870
19060,573,ref,0,6761,4,,3.43791269341867
19060,573,ref,0,14120,4,,4.381039036759310
19061,574,ref,0,14120,3,,3.3482648129796600
19061,574,ref,0,13903,4,,4.374747866796130
19061,574,ref,0,14334,4,,4.180330196271730
19062,575,ref,0,14120,4,,4.277836281008060
19062,575,ref,0,10010,4,,3.644083646633630
19062,575,ref,0,10602,4,,4.351791871198620
19063,576,ref,1,14120,3,,2.970883224507110
19063,576,ref,1,14334,4,,3.8029486077991700
19063,576,ref,1,10010,4,,3.33713059013268
19064,577,ref,0,13903,4,,4.856890098504330
19064,577,ref,0,19035,4,,5.164979735191480
19064,577,ref,0,17153,3,,2.8236162595164100
19065,578,ref,1,7153,4,,4.625143002787080
19065,578,ref,1,19035,4,,5.550885021770180
19065,578,ref,1,18675,4,,4.68131360233013
19066,579,ref,0,19035,3,,3.5134363412042500
19066,579,ref,0,18675,4,,3.643864921764200
19066,579,ref,0,10244,3,,2.435281536376140
19067,580,ref,1,5315,4,,4.059030255078290
19067,580,ref,1,14120,4,,4.3493856478927400
19067,580,ref,1,13903,4,,4.375868701709210
19068,581,ref,0,17153,2,,1.19895437132113
19068,581,ref,0,14334,4,,4.037810539784650
19068,581,ref,0,19035,4,,4.5403178469962000
19069,582,ref,0,14334,4,,4.376966561601910
19069,582,ref,0,13903,4,,4.5713842321263100
19069,582,ref,0,14120,4,,4.54490117830984
19070,583,ref,0,14120,4,,3.7297788114204000
19070,583,ref,0,18355,3,inconsistent.,2.426720450386570
19070,583,ref,0,10602,3,,2.8037344016109600
19071,584,ref,1,19035,3,,3.18676463471785
19071,584,ref,1,13903,4,,3.878674998030700
19071,584,ref,1,2883,3,,2.0226538313491700
19072,585,ref,0,14334,3,,2.9465232197593800
19072,585,ref,0,13903,4,,4.1409408902837800
19072,585,ref,0,18791,3,,2.4026759717514900
19073,586,ref,0,17153,3,,2.0107787092842500
19073,586,ref,0,1804,3,,2.181660011417490
19073,586,ref,0,13903,3,,3.044052548272170
19074,587,ref,1,14120,3,,3.299769178693030
19074,587,ref,1,18344,4,,3.7904186083909500
19074,587,ref,1,13903,4,,4.3262522325095
19075,588,ref,1,7982,4,,4.617270631904650
19075,588,ref,1,10602,4,,4.841893958180660
19075,588,ref,1,19035,4,,5.10251105849371
19076,589,ref,0,19035,3,,3.377200940453920
19076,589,ref,0,14120,4,,4.042628249950300
19076,589,ref,0,5315,4,,3.75227285713585
19077,590,ref,1,17153,3,,2.17860948957619
19077,590,ref,1,18233,4,,4.0199783427307800
19077,590,ref,1,14334,4,,4.017465658039710
19078,591,ref,1,13903,4,,4.712803723622100
19078,591,ref,1,18344,3,,3.1769700995035500
19078,591,ref,1,18233,4,,4.5208987377887700
19079,592,ref,0,19035,3,,3.5475208290946600
19079,592,ref,0,14120,4,,4.212948138591040
19079,592,ref,0,18344,3,,2.7035975682889600
19080,593,ref,0,14120,4,,3.800045759357150
19080,593,ref,0,17103,4,,3.280096922676380
19080,593,ref,0,2883,4,,2.970507646492080
19081,594,ref,1,14334,4,,4.014975743617710
19081,594,ref,1,14120,4,,4.182910360325650
19081,594,ref,1,19035,4,,4.517483050829260
19082,595,ref,0,7153,2,,1.4730953418064200
19082,595,ref,0,14120,3,,3.0642646702859000
19082,595,ref,0,18344,3,,2.5549140999838200
19083,596,ref,0,17415,2,,1.7903478102370200
19083,596,ref,0,19035,4,,4.864313204339990
19083,596,ref,0,18237,4,,4.159693034741560
19084,597,ref,0,13903,3,,3.5091179788246000
19084,597,ref,0,14120,4,,4.48263492500813
19084,597,ref,0,19035,3,,3.8172076155117400
19085,598,ref,0,7153,3,,2.52748511344063
19085,598,ref,0,17153,3,,2.1118636567486600
19085,598,ref,0,5087,2,,1.792993492079730
19086,599,ref,0,19035,4,,4.735869948169810
19086,599,ref,0,17153,4,,3.394506472494740
19086,599,ref,0,2883,3,,2.5717591448011300
19087,600,ref,1,19035,4,,4.618376096613050
19087,600,ref,1,17415,3,,2.544410702510080
19087,600,ref,1,18675,4,,3.748804677173000
19088,601,ref,0,14334,4,,4.084159795441790
19088,601,ref,0,14120,3,,3.252094412149730
19088,601,ref,0,14130,4,,3.951325591932870
19089,602,ref,0,10602,3,,3.197351821528400
19089,602,ref,0,13903,3,,3.149879285154310
19089,602,ref,0,4632,3,,2.80660891829243
19090,603,ref,1,19035,4,,5.164463124154550
19090,603,ref,1,6516,4,,4.362420686144490
19090,603,ref,1,14334,3,,3.6619558169430000
19091,604,ref,1,13903,4,,4.5405708441637400
19091,604,ref,1,18233,4,,4.348665858330410
19091,604,ref,1,5785,3,,2.829552862870350
19092,605,ref,0,18358,4,,4.72175126087637
19092,605,ref,0,10010,4,,4.183199306453430
19092,605,ref,0,14120,4,,4.816951940827850
19093,606,ref,0,13903,4,,4.411705049728000
19093,606,ref,0,11439,4,,3.852786948972020
19093,606,ref,0,18358,4,,4.290021315960050
19094,607,ref,0,17415,3,,2.659837273566320
19094,607,ref,0,14120,3,,3.399229977165670
19094,607,ref,0,14334,4,,4.231295360457740
19095,608,ref,0,2304,4,,4.504203649172070
19095,608,ref,0,17415,3,,3.139011645917820
19095,608,ref,0,5315,4,,4.588048956702720
19096,609,ref,0,13903,4,,4.387568614546720
19096,609,ref,0,14120,4,,4.361085560730250
19096,609,ref,0,14334,3,,3.193150944022310
19097,610,ref,1,14120,4,,4.411631174656770
19097,610,ref,1,10244,4,,3.668049060332260
19097,610,ref,1,10602,4,,4.485586764847330
19098,611,ref,0,13903,4,,4.658370869830810
19098,611,ref,0,1577,4,,3.800520658312370
19098,611,ref,0,5785,4,,3.94735288853741
19099,612,ref,0,10010,4,,4.418031846415230
19099,612,ref,0,14334,4,,4.883849864081720
19099,612,ref,0,10602,4,,5.1257400709802100
19100,613,ref,1,19035,4,,4.527686635808830
19100,613,ref,1,6516,4,,3.725644197798770
19100,613,ref,1,18675,4,,3.658115216368780
19101,614,ref,0,18233,4,,4.256973650780240
19101,614,ref,0,18359,4,,4.304298760381580
19101,614,ref,0,2883,4,,3.5928574699320300
19102,615,ref,0,10602,4,,4.620432582816070
19102,615,ref,0,14120,4,,4.546476992625510
19102,615,ref,0,10010,4,,3.9127243582510800
19103,616,ref,1,19035,4,,4.679906977433170
19103,616,ref,1,18791,2,,1.633552422213730
19103,616,ref,1,14334,2,,2.177399670221630
19104,617,ref,0,17153,2,,1.618886921542820
19104,617,ref,0,7153,3,,3.034508378234790
19104,617,ref,0,14120,4,,4.625677706714280
19105,618,ref,1,14120,4,,4.175912058729960
19105,618,ref,1,5785,4,,3.491377131253030
19105,618,ref,1,14334,4,,4.007977442022020
19106,619,ref,0,14334,4,,4.00309374073583
19106,619,ref,0,14338,4,,4.1751025063785200
19106,619,ref,0,14120,4,,4.171028357443770
19107,620,ref,0,19035,4,,4.198447260521180
19107,620,ref,0,7982,2,,1.7132068339321200
19107,620,ref,0,14334,2,,1.6959399533096300
19108,621,ref,0,19035,4,,5.036768035978060
19108,621,ref,0,17153,2,,1.695404560302990
19108,621,ref,0,5785,3,,3.01766041799752
19109,622,ref,1,14120,3,,3.3763649103465200
19109,622,ref,1,13903,4,,4.402847964162990
19109,622,ref,1,19035,4,,4.710937600850130
19110,623,ref,1,13903,4,,4.723695531332610
19110,623,ref,1,7982,4,,4.5465447414307
19110,623,ref,1,10602,4,,4.771168067706700
19111,624,ref,0,1167,2,,1.1705516745204200
19111,624,ref,0,6855,3,,2.210513590562910
19111,624,ref,0,6516,3,,2.295578497023810
19112,625,ref,0,14120,4,,4.762848598518970
19112,625,ref,0,7153,3,,3.171679270039490
19112,625,ref,0,18791,4,,4.051066733803150
19113,626,ref,0,13903,4,,4.260306136423120
19113,626,ref,0,18233,4,,4.068401150589790
19113,626,ref,0,17153,3,,2.2270322974352000
19114,627,ref,1,18791,4,,3.845153150696930
19114,627,ref,1,10602,4,,4.6308906056033100
19114,627,ref,1,10010,4,,3.923182381038330
19115,628,ref,0,17153,2,,1.2467596834300100
19115,628,ref,0,10602,4,,4.327506058792020
19115,628,ref,0,2304,3,,2.879349768256370
19116,629,ref,1,14120,4,,4.254011725602510
19116,629,ref,1,13903,4,,4.280494779418980
19116,629,ref,1,10244,3,,2.510429611278010
19117,630,ref,0,14334,4,,4.493054151240080
19117,630,ref,0,18791,2,,1.949206903232190
19117,630,ref,0,18344,3,,3.1516381976459300
19118,631,ref,1,17153,2,,0.789689740611212
19118,631,ref,1,18356,1,,0.07004537359638100
19118,631,ref,1,10602,2,,1.8704361159732200
19119,632,ref,0,14120,3,,3.477767836016130
19119,632,ref,0,13903,4,,4.504250889832600
19119,632,ref,0,19035,4,,4.8123405265197500
19119,632,ref,0,18358,4,,4.38256715606465
19120,633,ref,0,5087,1,,0.5834954636398010
19120,633,ref,0,17153,2,,0.9023656283087350
19120,633,ref,0,14334,4,,3.7412217967722500
19121,634,ref,0,13903,4,,4.998059197087600
19121,634,ref,0,17410,3,,3.564396348520800
19121,634,ref,0,15244,3,,3.546613356755760
19122,635,ref,1,6516,4,,3.632987041397820
19122,635,ref,1,13903,4,,4.126939842720730
19122,635,ref,1,10602,4,,4.174412379094820
19123,636,ref,0,19035,4,,5.230555003735720
19123,636,ref,0,13903,4,,4.922465367048580
19123,636,ref,0,17153,3,,2.889191528060650
19124,637,ref,0,1804,2,,1.029751031260060
19124,637,ref,0,6516,3,,2.398190766791830
19124,637,ref,0,17153,2,,0.858869729126821
19125,638,ref,1,5315,4,,3.8327079186002100
19125,638,ref,1,18359,4,,4.004966488999140
19125,638,ref,1,14130,4,,3.822294491197800
19126,639,ref,0,14120,4,,4.371734559707610
19126,639,ref,0,6855,3,,2.8191999057402700
19126,639,ref,0,18233,3,"Both sides have consistent meaning, but it has some mismatch in sentence structure",3.2063126276907500
19127,640,ref,0,19035,4,,4.605060719483000
19127,640,ref,0,5315,3,,2.980132636164940
19127,640,ref,0,14334,4,,4.102553412271450
19128,641,ref,1,17103,4,,4.053418157261710
19128,641,ref,1,14120,4,,4.573366993942480
19128,641,ref,1,7982,3,,3.422699257857040
19129,642,ref,0,14334,4,,4.272584473502980
19129,642,ref,0,19035,4,,4.775091780714530
19129,642,ref,0,17153,3,,2.433728305039470
19130,643,ref,1,19035,4,,4.8731637238287400
19130,643,ref,1,5785,4,,3.8540561058482000
19130,643,ref,1,14334,4,,4.370656416617190
19131,644,ref,0,19035,3,,3.575074858786120
19131,644,ref,0,10602,4,,4.31445775847306
19131,644,ref,0,17153,3,,2.233711383111050
19132,645,ref,0,10010,4,,3.968380049521010
19132,645,ref,0,18675,3,,3.067133954959000
19132,645,ref,0,14120,3,,3.6021326838954300
19133,646,ref,0,19035,4,,4.487926196758330
19133,646,ref,0,7153,3,,2.562184177775240
19133,646,ref,0,17103,3,,2.6334046695739500
19134,647,ref,1,13903,4,,4.124392835547210
19134,647,ref,1,10602,4,,4.171865371921300
19134,647,ref,1,16224,3,,2.648749782630450
19135,648,ref,0,6855,4,,3.5723854525479400
19135,648,ref,0,18791,4,,3.4131382417994500
19135,648,ref,0,10602,4,,4.198875696705840
19136,649,ref,1,11439,3,,2.8090431268181600
19136,649,ref,1,14334,4,,4.17354355704974
19136,649,ref,1,14120,4,,4.341478173757680
19137,650,ref,1,13903,4,,4.480174345388200
